Date,Ticker,Price
2022-07-08,BEL,75.20539093017578
2022-07-11,BEL,74.80706787109375
2022-07-12,BEL,74.0103988647461
2022-07-13,BEL,74.39279174804688
2022-07-14,BEL,75.65152740478516
2022-07-15,BEL,78.23272705078125
2022-07-18,BEL,81.08480072021484
2022-07-19,BEL,81.30787658691406
2022-07-20,BEL,81.22819519042969
2022-07-21,BEL,85.62580108642578
2022-07-22,BEL,85.02033233642578
2022-07-25,BEL,86.05599212646484
2022-07-26,BEL,85.05219268798828
2022-07-27,BEL,87.04387664794922
2022-07-28,BEL,86.78894805908203
2022-07-29,BEL,87.69713592529297
2022-08-01,BEL,90.56512451171876
2022-08-02,BEL,89.86405944824219
2022-08-03,BEL,88.22293090820312
2022-08-04,BEL,90.54920196533205
2022-08-05,BEL,87.99989318847656
2022-08-08,BEL,90.3067855834961
2022-08-10,BEL,92.0850601196289
2022-08-11,BEL,92.10108184814452
2022-08-12,BEL,93.27056884765624
2022-08-16,BEL,94.1196517944336
2022-08-17,BEL,93.35066986083984
2022-08-18,BEL,92.51760864257812
2022-08-19,BEL,91.3481216430664
2022-08-22,BEL,92.62975311279295
2022-08-23,BEL,95.62556457519533
2022-08-24,BEL,94.21576690673828
2022-08-25,BEL,95.06486511230467
2022-08-26,BEL,97.8363800048828
2022-08-29,BEL,98.95780181884766
2022-08-30,BEL,98.20484924316406
2022-09-01,BEL,102.4662628173828
2022-09-02,BEL,103.98818969726562
2022-09-05,BEL,105.0615692138672
2022-09-06,BEL,104.34064483642578
2022-09-07,BEL,105.49411010742188
2022-09-08,BEL,105.14165496826172
2022-09-09,BEL,105.14165496826172
2022-09-12,BEL,108.47390747070312
2022-09-13,BEL,107.59278106689452
2022-09-14,BEL,107.62481689453124
2022-09-15,BEL,106.7917709350586
2022-09-16,BEL,106.69563293457033
2022-09-19,BEL,106.21501922607422
2022-09-20,BEL,105.92665100097656
2022-09-21,BEL,104.24452209472656
2022-09-22,BEL,105.73440551757812
2022-09-23,BEL,102.51432037353516
2022-09-26,BEL,96.79505157470705
2022-09-27,BEL,95.88189697265624
2022-09-28,BEL,95.30516815185548
2022-09-29,BEL,95.1609878540039
2022-09-30,BEL,97.0353546142578
2022-10-03,BEL,94.6323013305664
2022-10-04,BEL,98.09270477294922
2022-10-06,BEL,100.59187316894533
2022-10-07,BEL,102.12984466552734
2022-10-10,BEL,100.3996353149414
2022-10-11,BEL,99.05392456054688
2022-10-12,BEL,99.24617004394533
2022-10-13,BEL,97.46790313720705
2022-10-14,BEL,96.89116668701172
2022-10-17,BEL,97.85240173339844
2022-10-18,BEL,101.8414535522461
2022-10-19,BEL,101.79340362548828
2022-10-20,BEL,103.81198120117188
2022-10-21,BEL,99.5345458984375
2022-10-24,BEL,100.73605346679688
2022-10-25,BEL,100.97637176513672
2022-10-27,BEL,103.66778564453124
2022-10-28,BEL,101.26473236083984
2022-10-31,BEL,102.70657348632812
2022-11-01,BEL,104.29257202148438
2022-11-02,BEL,102.94686889648438
2022-11-03,BEL,105.68635559082033
2022-11-04,BEL,104.72512817382812
2022-11-07,BEL,105.39797973632812
2022-11-09,BEL,103.86003112792967
2022-11-10,BEL,102.56238555908205
2022-11-11,BEL,103.13912963867188
2022-11-14,BEL,102.4662628173828
2022-11-15,BEL,102.89881896972656
2022-11-16,BEL,104.100341796875
2022-11-17,BEL,106.3111572265625
2022-11-18,BEL,103.18717193603516
2022-11-21,BEL,101.6972885131836
2022-11-22,BEL,103.28329467773438
2022-11-23,BEL,102.75462341308594
2022-11-24,BEL,102.85075378417967
2022-11-25,BEL,102.99494171142578
2022-11-28,BEL,103.2352294921875
2022-11-29,BEL,102.03370666503906
2022-11-30,BEL,101.02442932128906
2022-12-01,BEL,100.11126708984376
2022-12-02,BEL,102.03370666503906
2022-12-05,BEL,103.28329467773438
2022-12-06,BEL,101.60116577148438
2022-12-07,BEL,101.60116577148438
2022-12-08,BEL,101.2166748046875
2022-12-09,BEL,101.6972885131836
2022-12-12,BEL,100.49575805664062
2022-12-13,BEL,101.07249450683594
2022-12-14,BEL,101.36085510253906
2022-12-15,BEL,99.24617004394533
2022-12-16,BEL,95.5935287475586
2022-12-19,BEL,96.5547332763672
2022-12-20,BEL,97.37179565429688
2022-12-21,BEL,95.3532257080078
2022-12-22,BEL,94.4400634765625
2022-12-23,BEL,92.80596923828124
2022-12-26,BEL,95.40127563476562
2022-12-27,BEL,96.36249542236328
2022-12-28,BEL,95.88189697265624
2022-12-29,BEL,95.06486511230467
2022-12-30,BEL,96.02608489990234
2023-01-02,BEL,96.36249542236328
2023-01-03,BEL,96.4586181640625
2023-01-04,BEL,94.9206771850586
2023-01-05,BEL,96.07412719726562
2023-01-06,BEL,95.11290740966795
2023-01-09,BEL,96.12220001220705
2023-01-10,BEL,95.30516815185548
2023-01-11,BEL,96.31443786621094
2023-01-12,BEL,95.54547119140624
2023-01-13,BEL,96.07412719726562
2023-01-16,BEL,98.1407470703125
2023-01-17,BEL,98.90974426269533
2023-01-18,BEL,98.71749114990234
2023-01-19,BEL,98.8616714477539
2023-01-20,BEL,97.85240173339844
2023-01-23,BEL,97.6120834350586
2023-01-24,BEL,96.74698638916016
2023-01-25,BEL,95.30516815185548
2023-01-27,BEL,90.64323425292967
2023-01-30,BEL,85.50069427490234
2023-01-31,BEL,91.26802825927734
2023-02-01,BEL,87.42313385009766
2023-02-02,BEL,89.48976135253906
2023-02-03,BEL,90.21068572998048
2023-02-06,BEL,90.83547973632812
2023-02-07,BEL,90.78740692138672
2023-02-08,BEL,92.3734359741211
2023-02-09,BEL,92.0850601196289
2023-02-10,BEL,93.1007080078125
2023-02-13,BEL,91.55306243896484
2023-02-14,BEL,91.50470733642578
2023-02-15,BEL,91.55306243896484
2023-02-16,BEL,94.5516357421875
2023-02-17,BEL,93.29417419433594
2023-02-20,BEL,91.7948760986328
2023-02-21,BEL,92.42361450195312
2023-02-22,BEL,91.89161682128906
2023-02-23,BEL,92.27852630615234
2023-02-24,BEL,92.23015594482422
2023-02-27,BEL,92.27852630615234
2023-02-28,BEL,91.50470733642578
2023-03-01,BEL,93.8745346069336
2023-03-02,BEL,93.53598022460938
2023-03-03,BEL,92.71379852294922
2023-03-06,BEL,93.29417419433594
2023-03-08,BEL,92.95562744140624
2023-03-09,BEL,92.32688903808594
2023-03-10,BEL,91.7948760986328
2023-03-13,BEL,89.32832336425781
2023-03-14,BEL,89.7152328491211
2023-03-15,BEL,89.57014465332031
2023-03-16,BEL,88.8930435180664
2023-03-17,BEL,90.34395599365234
2023-03-20,BEL,89.6185073852539
2023-03-21,BEL,90.05377960205078
2023-03-22,BEL,89.6185073852539
2023-03-23,BEL,89.08650207519531
2023-03-24,BEL,89.13518524169922
2023-03-27,BEL,89.32990264892578
2023-03-28,BEL,87.91815185546875
2023-03-29,BEL,89.13518524169922
2023-03-31,BEL,94.97692108154295
2023-04-03,BEL,94.05198669433594
2023-04-05,BEL,95.65845489501952
2023-04-06,BEL,96.14527130126952
2023-04-10,BEL,97.2649383544922
2023-04-11,BEL,97.36229705810548
2023-04-12,BEL,98.14118194580078
2023-04-13,BEL,98.23856353759766
2023-04-17,BEL,98.7253646850586
2023-04-18,BEL,100.23448181152344
2023-04-19,BEL,98.7253646850586
2023-04-20,BEL,100.13711547851562
2023-04-21,BEL,100.08843994140624
2023-04-24,BEL,99.11482238769533
2023-04-25,BEL,98.48196411132812
2023-04-26,BEL,98.96876525878906
2023-04-27,BEL,98.7740478515625
2023-04-28,BEL,100.57525634765624
2023-05-02,BEL,101.54888153076172
2023-05-03,BEL,103.54479217529295
2023-05-04,BEL,104.42105865478516
2023-05-05,BEL,103.49612426757812
2023-05-08,BEL,104.46975708007812
2023-05-09,BEL,104.71315002441406
2023-05-10,BEL,105.19995880126952
2023-05-11,BEL,105.73545837402344
2023-05-12,BEL,104.46975708007812
2023-05-15,BEL,104.81050872802734
2023-05-16,BEL,105.58940887451172
2023-05-17,BEL,105.39469146728516
2023-05-18,BEL,104.95655822753906
2023-05-19,BEL,104.17765808105467
2023-05-22,BEL,107.53665161132812
2023-05-23,BEL,105.0539093017578
2023-05-24,BEL,105.93017578125
2023-05-25,BEL,106.70907592773438
2023-05-26,BEL,107.7800521850586
2023-05-29,BEL,108.5102767944336
2023-05-30,BEL,108.31554412841795
2023-05-31,BEL,109.19181823730467
2023-06-01,BEL,109.92202758789062
2023-06-02,BEL,110.3114776611328
2023-06-05,BEL,112.59950256347656
2023-06-06,BEL,114.93618774414062
2023-06-07,BEL,114.93618774414062
2023-06-08,BEL,114.4493637084961
2023-06-09,BEL,117.1755142211914
2023-06-12,BEL,115.95849609375
2023-06-13,BEL,118.87936401367188
